TICKET_ID,CUST_IP,QUERY_JSON,QUERY_TYPE,CUST_USERNAME,TICKET_STATUS,ASSISTING_STAFF_JSON
3GiJ893Hxe,47.17.221.46,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciB0aGF0IHlvdSBkaWRudCByZWNpZXZlIHlvdXIgcHJvZHVjdC5cblBsZWFzZSBsZXQgbWUga25vdyB3aGF0IHBheW1lbnQgbWV0aG9kIHlvdSB1c2VkLCBBbG9uZyB3aXRoIHByb29mIG9mIHB1cmNoYXNlIHRvIGhlbHAgbWUgZmluZCB5b3VyIG9yZGVyIGVhc2llci5cbklmIHlvdSBwYWlkIHdpdGggUGF5cGFsIG9yIHlvdXIgZGViaXQvY3JlZGl0IGNhcmQsIHBsZWFzZSBwcm92aWRlIG1lIHdpdGggeW91ciBzZWxseSBvcmRlciBpZCAvIHRyYWNraW5nIG51bWJlci4gSWYgeW91IHBhaWQgd2l0aCBST0JVWC9MaW1pdGVkcywgcGxlYXNlIHRlbGwgbWUgd2hhdCBST0JMT1ggdXNlcm5hbWUgdGhhdCB5b3UgYm91Z2h0IHRoZSBwcm9kdWN0IG9uLCBpZiB5b3UgcGFpZCB2aWEgUm9ibG94IENhcmQvQW1hem9uIENhcmQsIHBsZWFzZSBsZXQgdXMga25vdyB3aGF0IHRoZSBlbWFpbCB5b3UgcHJvdmlkZWQgdXMgd2l0aCB3YXMuXG5cblNpbmNlcmVseSw="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""aSBqdXN0IGJvdWdodCB0aGlzIGtleSBhbmQgaXRzIHNheWluZyBubyB0b2tlbiBmb3VuZCBhbmQgaSBjYW5ub3QgZmluZCB0aGUgZGlzY29yZCBhbHNvXG4="",""Member"":""ripdeadiy"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-01""}]}",Technical Issues,ripdeadiy,SOLVED,"[""minikid133"",""IcePools""]"
b7RZSHYI1n,2600:8801:a30f:d700:89a9:f90f:5c0:d1ba,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SSBoYXZlIG5vIGFudGktdmlydXMgb24gYW5kIGl0IHN0aWxsIHdvbnQgbGV0IG1lIHJ1biB0aGUgQm9vc3QgdHJhcHBlciBhbmQgSSBoYXZlIGRvd25sb2FkZWQgZXZlcnl0aGluZw=="",""Member"":""Lalaia"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,Lalaia,SOLVED,"[""minikid133"",""IcePools""]"
iMxjLNrMj0,2607:fea8:3ee0:ce80:8d13:739e:6a53:8693,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SGkgdGhlcmUgSSBjYW50IHNlZW0gdG8gZ2V0IHNpcmh1cnQgdG8gb3Blbi4gaXQgc2F5cyBzb21ldGhpbmcgYWJvdXQgcG9zc2libGUgYW50aSB2aXJ1cyBidXQgaSBoYXZlIGFscmVhZHkgaGFkIHNpciBoaXJ0IGFuZCBhbGwgdGhlIGZvbGRlciBjb250ZW50cyBpbiBteSBleGNsdXNpb25zIHlldCBpdCBzdGlsbCB3b250IG9wZW4uIA=="",""Member"":""bellatb"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,bellatb,SOLVED,"[""minikid133"",""IcePools""]"
rlpJoLboem,62.254.9.62,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""VGhlIHNpdGUgd2FzIGV4cGVyaWVuY2luZyBpc3N1ZXMgbGFzdCBuaWdodCwgeW91IGNhbiB0cnkgdXNpbmcgaXQgYWdhaW4gdG8gc2VlIGlmIHlvdSBleHBlcmllbmNlIHNpbWlsYXIgaXNzdWVzLiBNYWtlIHN1cmUgeW91IGhhdmUgYW55IGFudGkgdmlydXMgc29mdHdhcmUgZGlzYWJsZWQh"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SSBkaWQgYWdlcyBhZ28sIGl0IHN0aWxsIGRvZXNudCB3b3Jr"",""Member"":""SomeRandom"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""ZG93bmxvYWQgYSB1aSBmcm9tICNjdXN0b20gdWlzIGNoYW5uZWwgaW4gc2lyaHVydCBkaXNjb3Jk"",""Member"":""besthussain1"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-02""},{""Query"":""aSBoYXZlIGFsc28gZG93bmxvYWRlZCBhbGwgdGhlIHJlcXVpcmVkIGZpbGVz"",""Member"":""SomeRandom"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""c2lyaHVydCBjcmFzaGVzIG9uIGluamVjdGlvbiBhbmQgdGhlIGJvb3RzdHJhcHBlciBpcyBicm9rZW4sIGkgaGF2ZSB0cmllZCBldmVyeSBmaXggb24gdGhlIGRpc2NvcmRcblxuaHR0cHM6Ly9jZG4uZGlzY29yZGFwcC5jb20vYXR0YWNobWVudHMvODIyMTYyOTkyMTcwOTI2MTEwLzgyNzQ4MTE1OTU1Mzc3NzY4NC91bmtub3duLnBuZw=="",""Member"":""SomeRandom"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,SomeRandom,SOLVED,"[""minikid133"",""IcePools"",""besthussain1""]"
O80p3VfAtx,109.96.151.225,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBUYXRhQ29uWA=="",""Member"":""TataConX"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""WW91ciBzZXJpYWwgaXMganF2ZTJvcFJIUDRPbDls"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""T1JERVIgSURcbmJlZTc5Njc1LTgwODAtNDNmMi05YTk5LWM1NGZmYTQ0MDI5NVxuVHJhbnNhY3Rpb24gSURcbjlYRjU5ODY0Uzc3MzE0OTA3XG5JIGRpZG50IHJlY2VpdmVkIHRoZSBrZXku"",""Member"":""TataConX"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",General Inquiry,TataConX,SOLVED,"[""IcePools""]"
36c58CpvmQ,174.44.35.112,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBjaGVm"",""Member"":""chef"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""aSBjYW50IGZpbmQgYSBkaXNjb3JkIGxpbmssIGNvdWxkIHlvdSBwb3NzaWJseSBzZW5kIG9uZSB0byBtZT8="",""Member"":""chef"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",General Inquiry,chef,CLOSED,NONE
CmbqfBiPP2,181.197.125.106,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""TXkgc2lyaHVydCBjcmFzaCBhIGxvdCBvZiB0aW1lcw=="",""Member"":""kurtaims"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,kurtaims,SOLVED,"[""minikid133"",""IcePools""]"
SXYb9gPcJO,128.90.155.234,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBxcHV0b28="",""Member"":""qputoo"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""Rm91bmQgaXQuIHlvdXIgc2VyaWFsIGtleSBpcyBrRmZxcDlrcm5PTkV4c2k="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""RG8geW91IGhhcHBlbiB0byBrbm93IHdoYXQgeW91ciBzZWxseSBvcmRlciBJRCBpcz8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""Q2FuIHlvdSBjaGVjayBpdCBmb3IgdGhlIGNvZGU/"",""Member"":""qputoo"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-02""},{""Query"":""NVhDODcwMTNLRTI2MTEwNFggaXMgbXkgdHJhc2F0aW9uIGlk"",""Member"":""qputoo"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-02""},{""Query"":""V2hhdHMgeW91ciBzZWxseSBvcmRlciBJRCAvIHBheXBhbCB0cmFuc2FjdGlvbiBpZD8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SSBwYXllZCBvbiBwYXlwYWwsIGhvdyBkbyBJIGdldCB0aGUgZXh1Y3V0aW9yPw=="",""Member"":""qputoo"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-02""}]}",General Inquiry,qputoo,CLOSED,"[""IcePools""]"
oLgZO51KG8,49.145.105.94,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""QW5kIG5vdyBpdCBzYXlzIGVycm9yIHRoZXJlIG5lZWRzIHRvIGJlIGEgZm9sZGVyIG5hbWVkIFNjcmlwdHMgd2hpY2ggSSBvYnZpb3VzbHkgaGF2ZS4uLg=="",""Member"":""artim2000"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""U2lySHVydCB3b250IEluamVjdCB0byBSb2Jsb3ggZGVzcGl0ZSB0aGUgZmFjdCB0aGF0IEkgYWxyZWFkeSBkaWQgYWxsIG5lY2Vzc2FyeSBzdGVwcyBwcmV2ZW50aW5nIHRoZXNlIChleGNsdWRlZCBmcm9tIHdpbmRvd3MgZGVmZW5kZXIvYW50aXZpcnVzICYgTWljcm9zb2Z0IHJlZGlzdHMpIGV2ZW4gcnVubmluZyBpdCBhcyBhZG1pbmlzdHJhdG9yIGRvZXNudCBkbyBhbnl0aGluZy4gSSBoYXZlIG5vdGhpbmcgZWxzZSBydW5uaW5nIGluIHRoZSBiYWNrZ3JvdW5kIG90aGVyIHRoYW4gZGlzY29yZC9zdGVhbS4gQW5kIHdoZW5ldmVyIEkgcmVkb3dubG9hZCBpdCB3aXRoIHRoZSBib290c3RyYXBwZXIsIHRoZSBTaXJIdXJ0LmRsbCBpcyBjcmVhdGVkLiBIb3dldmVyIGlmIEkgdHJ5IHRvIGluamVjdCAod2hpY2ggZmFpbHMpIGl0IHdpbGwgZGlzYXBwZWFyIGZvciBzb21lIG9kZCByZWFzb24u"",""Member"":""artim2000"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,artim2000,SOLVED,"[""minikid133"",""IcePools""]"
spAwpd5EP7,2003:ea:171b:d700:94ef:aa1a:b9fb:6572,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBMdWNpZmVy"",""Member"":""Lucifer"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""eWVzIHlvdSBjYW4gaHR0cHM6Ly9kaXNjb3JkLmdnL1JIRXBRZHpS"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8gSSBnb3QgYSBxdWVzdGlvbiBpZiBpIGNhbiBoYXZlIHRoZSBkaXNjb3JkIGxpbmsgdGhhbmsgeW91"",""Member"":""leon190282"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,leon190282,CLOSED,"[""minikid133""]"
IUYf1qlnVk,2600:8807:2080:2f50:c588:f4ad:7f04:49a4,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBYWUFya2lz"",""Member"":""XYArkis"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-03""},{""Query"":""VGhpcyB0aWNrZXQgd2FzIHJlLW9wZW5lZCBieSBYWUFya2lz"",""Member"":""XYArkis"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-03""},{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""SXRzIGJlY2F1c2UgeW91IHNoYXJlZCB5b3VyIHdoaXRlbGlzdCB3aXRoIHNvbWVvbmUgZWxzZS4="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-02""},{""Query"":""SXQgc2F5cyB0aGF0IHRoZSBvd25lciBoYXMgYmFubmVkIG15IElQIGFkcmVzcz8="",""Member"":""XYArkis"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",General Inquiry,XYArkis,SOLVED,"[""minikid133""]"
rugycce0jA,65.95.193.36,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""c2VydmVyIHdhcyBkb3duLCBydW4gYWdhaW4="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-02""},{""Query"":""TXkgYm9vdHN0cmFwcGVyIGlzIGdpdmluZyBtZSBidWxsc2hpdCBlcnJvcnMuIEl0IHNheXMgdG8gY2xvc2Ugc2lyaHVydCBmcm9tIHRhc2sgbWFuYWdlciwgYW5kIGkgZGlkLiBJdCB0ZWxscyBtZSB0byBkaXNhYmxlIG15IGFudGl2aXJ1cyBhbmQgaSBkaWQuIEl0IHN0aWxsIGlzbnQgZml4aW5nIG15IHNpcmh1cnQuIFRoZSByZWFzb24gaSB3YXMgdHJ5aW5nIHRvIHJ1biBib290c3RyYXBwZXIgd2FzIGJlY2F1c2UgaSBkb250IGhhdmUgdGhlIHNpcmh1cnQgZmlsZS4gSSB0cmllZCByZWluc3RhbGxpbmcsIGJ1dCBldmVyeXRpbWUgaSBydW4gYm9vdHN0cmFwcGVyIGl0IGp1c3QgZGVsZXRlcyBteSBzaXJodXJ0IGV4ZSwgdGhlbiBnaXZlcyBtZSBhbiBlcnJvciBzYXlpbmc6IEFuIGVycm9yIG9jY3VyZWQuIE1ha2Ugc3VyZSBhbnkgYW50aSB2aXJ1cyBzb2Z0d2FyZSBpcyBkaXNhYmxlZCBhbmQgYWxsIGluc3RhbmNlcyBvZiBzaXJodXJ0IGFyZSBjbG9zZWQuIFRyeSBydW5uaW5nIHRoZSBib290c3RyYXBwZXIgYXMgYW4gYWRtaW5pc3RyYXRvci4gKEkgcmFuIGl0IGluIGFkbWluaXN0cmF0b3IgYW5kIGl0IFNUSUxMIGRpZG50IHdvcmspIFRoZSB0aHJvd24gZXJyb3I6IChUaGUgcmVtb3RlIHNlcnZlciByZXR1cm5lZCBhbiBlcnJvcjogKDUwMykgU2VydmVyIFVuYXZhaWxhYmxlLik="",""Member"":""JamalTheCamel"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,JamalTheCamel,SOLVED,"[""minikid133""]"
yB8YfD6qwn,177.12.48.230,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""V2Ugd2VyZSBoYXZpbmcgaXNzdWVzIHdpdGggdGhlIHNpdGUgZWFybGllciwgd2FpdCBhIGxpdHRsZSBiaXQuIFdlIHdpbGwgbGV0IHlvdSBrbm93IG9mIHlvdXIga2V5IGlmIGl0IGdvZXMgdGhyb3VnaC4="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-02""},{""Query"":""SSBqdXN0IGJvdWdodCBhIDIgZGF5LXN1YiB0byB0ZXN0IGFuZCBpdCBzaG93IHRoaXM6XG5odHRwczovL2ltZ3VyLmNvbS9hL0NnQm1zb0M="",""Member"":""rafaeeII"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-02""}]}",Technical Issues,rafaeeII,SOLVED,"[""minikid133""]"
lAFdbRo1T1,2001:ee0:4bbb:1590:800:c8cf:ca54:5638,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""dGhlIHJvYnV4IGlzIHBlbmRpbmcsIHdhaXQgZm9yIGl0"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-03""},{""Query"":""cGxlYXNlIGFkZCBtb3JlIHJvYnV4IGkgY2FuIGJ1eSAxMGs="",""Member"":""nhatdzhacking"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-03""},{""Query"":""eW91ciBzZXJpYWwgaXMgWkNDOWx4aGd4dVNmWEVn"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-03""},{""Query"":""T3JkZXIgSUQ6IDMwOTJiNjE4LWY2ZjEtNDAxYy04OTE3LTVlYWM3MDBiNGVmNFxuVG9rZW4gTm90IEZvdW5kIHRvIHJlZGVlbSB0aGUgY29kZQ=="",""Member"":""nhatdzhacking"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",General Inquiry,nhatdzhacking,SOLVED,"[""minikid133"",""IcePools""]"
RPVwbCKn4V,45.4.35.162,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""NjA5NmU1MDk2YzgzNGY3NjhiNDkwNzRiY2MwNzc5MjA="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-03""},{""Query"":""SSBidXllZCAyIGRheXMgb2YgZXhwbG9pdCB3aXRoIHJvYnV4IGFuZCB0aGUgc2VyaWFsIHdhcyBFcnJvcg=="",""Member"":""4giota"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-02""}]}",Technical Issues,4giota,SOLVED,"[""minikid133"",""IcePools""]"
KWaHQPiECR,2800:810:518:c3f:d1c1:54af:b43d:6f87,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""UmVkZWVtIHRoZSBzZXJpYWwgNjQ3ZjEwOWY4MjkwYTJmM2M2MGZkNGZlMDJlZDg0YTY="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-03""},{""Query"":""T2sgc28gaSBidXkgc2lyaHVydCBmb3IgMiBkYXlzIHdpdGggcm9idXggYW5kIGl0IHNheXMgWW91ciBzZXJpYWwga2V5OiBFcnJvcg=="",""Member"":""orlito7556"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-02""}]}",Technical Issues,orlito7556,SOLVED,"[""minikid133"",""IcePools""]"
M5Omt2nudj,2604:2d80:da0a:6c00:cceb:e80e:2d61:1fd4,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBzYWlwYWlp"",""Member"":""saipaii"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-04""},{""Query"":""SGVsbG8gdGhlcmUhIFdlIHdlcmUgZXhwZXJpZW5jaW5nIHNpdGUgaXNzdWVzIGVhcmxpZXIuXG5BcyBhIHJlc3VsdCBzb21lIHVzZXJzIGV4cGVyaWVuY2VkIGlzc3VlcyB3aXRoIHNvbWUgb2Ygb3VyIHNlcnZpY2VzLlxuVGhlIHNpdGUgYXBwZWFycyB0byBiZSBvcGVyYXRpbmcgYXMgbm9ybWFsIG5vdyBhbmQgeW91IHNob3VsZCBubyBsb25nZXIgZXhwZXJpZW5jZSBhbiBpc3N1ZS5cblxuU2luY2VyZWx5LA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-03""},{""Query"":""VGhlIFJlbW90ZSBzZXJ2ZXIgcmV0dXJuZWQgYW4gZXJyb3I6ICg1MDMpIFNlcnZlciBVbmF2YWlsYWJsZQ=="",""Member"":""saipaii"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""}]}",Technical Issues,saipaii,SOLVED,"[""IcePools""]"
